Tweet ID,Author ID,Created At,Text
1902872756644946148,15156181,2025-03-20T23:59:53.000Z,"""@matdryhurst Yeah, I totally disagree with that. I think you could similarly argue that opt-out advocates shifted the Overton window away from creators' interests. In truth it's tech lobbying that has most impact."""
1902872755877405006,2176722812,2025-03-20T23:59:53.000Z,"""Trump and Republicans have awakened a sleeping giant—and they will regret it.  REPUBLICAN TOWN HALL CHANT: “Tax the rich, tax the rich, tax the rich…” https://t.co/WqOMYJTOHb"""
1902872741218332672,1450045850487451655,2025-03-20T23:59:49.000Z,"""@BintAhluSunnah @JohnnyMomo888 @Chr155y_333 @GadSaad @PierrePoilievre @MarkJCarney So which is it? You lied earlier. https://t.co/88BIz2xwgx"""
1902872731000910007,2746761846,2025-03-20T23:59:47.000Z,"""Nearly half of the Conservative Party’s governing body are lobbying for oil corps, pharmaceutical corps, corporate landlords’ associations, anti-union construction associations, and business associations that work against wage increases while hiking prices on food &amp; rent. 4/"""
1902872727880446156,758819021219168256,2025-03-20T23:59:46.000Z,"""@ChildrenNeedUs_ What's going on with the cows? I haven't seen a lot of news about them"""
1902872725200441383,1831828613551026181,2025-03-20T23:59:46.000Z,"""If Keir Starmer had said before the election that he would remove the winter fuel allowance from millions of pensioners, cut welfare from 1 million disabled people, add inheritance tax to family farms and family businesses, abandon SFI funding to farmers, council tax &amp; energy"""
1902872724160065734,1458158466518953989,2025-03-20T23:59:45.000Z,"""Trump and Republicans have awakened a sleeping giant—and they will regret it.  REPUBLICAN TOWN HALL CHANT: “Tax the rich, tax the rich, tax the rich…” https://t.co/WqOMYJTOHb"""
1902872667499422088,1415670308313333765,2025-03-20T23:59:32.000Z,"""Remember when we had a candidate that was going to tax the rich? https://t.co/KVKf80sTHr"""
1902872657999147310,1477852893030109184,2025-03-20T23:59:29.000Z,"""Prime Minister Mark Carney has added the co-founder of a controversial lobbying group that advocates for increasing the Canadian population to 100 million by 2100 to his council of advisors on Canada-U.S. relations #cdnpoli #ParlCA https://t.co/uuRNgecClY"""
1902872656317194512,1084602051504435201,2025-03-20T23:59:29.000Z,"""#BREAKING: Mark Carney has hired former Blackrock manager Mark Wiseman, co-founder of the Century Initiative, as an advisor. The Century Initiative is a lobbying group which aims to use mass immigration to increase Canada's population to 100 million. https://t.co/Ni84tTszQl"""
1902872649166098475,713534789668614144,2025-03-20T23:59:27.000Z,"""@AmyRemeikis Both Morrison and Hockey will be the major beneficiaries of the AUKUS contract as the key consultants. The word is that Morrison is likely to make in the order of $150m and his RW Pentecostal mate Pompeo the same."""
1902872647442047260,1286020882675240962,2025-03-20T23:59:27.000Z,"""@mcuban DOGE is cutting services and money to pay for the billionaires tax cuts. The rich get richer....."""
1902872637975539761,1440312454790086663,2025-03-20T23:59:25.000Z,"""Prime Minister Mark Carney has added the co-founder of a controversial lobbying group that advocates for increasing the Canadian population to 100 million by 2100 to his council of advisors on Canada-U.S. relations #cdnpoli #ParlCA https://t.co/uuRNgecClY"""
1902872635135950848,520641101,2025-03-20T23:59:24.000Z,"""We have record levels of people unable or simply not working, it’s ballooned since the pandemic and it needs looking at.   But if we need to cut welfare to save money we should cut welfare to the very richest of us - the tax allowances and loopholes that enable people with money https://t.co/v6kh8G50MS"""
1902872604148482338,1135907381118951424,2025-03-20T23:59:17.000Z,"""🚨ANDREW SCHULZ: ""I understand that Elon is antagonizing people and rubbing people the wrong way and you don't like him, and there are things to criticize, nobody is above criticism, but to punish that car company that is 100% made in America by Americans, who rely on those jobs, https://t.co/OBTJ6RpZxs"""
1902872597928259874,1061019131154194433,2025-03-20T23:59:15.000Z,"""UK Minister defending Labour’s £5bn benefits cuts admits he couldn’t live on £70 a week  He said cuts involved “tough choices”. Nothing tougher than being without home, food, clothes, shoes, medicines, dignity.  Govt can make easier decision - tax the rich https://t.co/GkOqIScStU"""
1902872595311018305,1033111454,2025-03-20T23:59:15.000Z,"""Let's try and send another 1,000 letters to Congress right now demanding no cuts to Medicaid, Medicare, or Social Security EVER! Let's see how quickly we can get 1,000 sent! Click below to send yours! Spread the word! https://t.co/2kUISQH74f"""
1902872587375612357,239627391,2025-03-20T23:59:13.000Z,"""Here is the article exposing the fact that  RINO @KTaylorRobson is a paid APS lobbyist.  Would she side with residents or APS? And does she support all the woke initiatives APS has? She lobbies for them. https://t.co/0wPEc0EhE5"""
1902872584665940219,717271758739533824,2025-03-20T23:59:12.000Z,"""I Like that Wes moore isn't just tax and spend he has some Bill Clinton in him which is a good thing he's not afraid to cut spending and he doesn't tax for tax sake when he does raise taxes he knows why and what he wants to accomplish with tax payer money"""
1902872576751440235,1073484824420077568,2025-03-20T23:59:10.000Z,"""#BREAKING: Mark Carney has hired former Blackrock manager Mark Wiseman, co-founder of the Century Initiative, as an advisor. The Century Initiative is a lobbying group which aims to use mass immigration to increase Canada's population to 100 million. https://t.co/Ni84tTszQl"""
1902872573106442340,1098026074171232257,2025-03-20T23:59:09.000Z,"""Republicans Scream ""TAX THE RICH, DEPORT ELON!"", Schumer Responds With 2006 Democratic Playbook w/ @JordanChariton   PREMIERING NOW: https://t.co/Smu3HkaqhI https://t.co/iga3ZKFQ72"""
1902872562776117715,23040391,2025-03-20T23:59:07.000Z,"""#BREAKING: Mark Carney has hired former Blackrock manager Mark Wiseman, co-founder of the Century Initiative, as an advisor. The Century Initiative is a lobbying group which aims to use mass immigration to increase Canada's population to 100 million. https://t.co/Ni84tTszQl"""
1902872557591859366,1700690490411155456,2025-03-20T23:59:06.000Z,"""So- according to Politico, the lobbyists are asking 'How do you buy somebody who's already a billionaire?""  And it's freaking them out.   https://t.co/nEnStAQTVH"""
1902872557100888299,3291459050,2025-03-20T23:59:05.000Z,"""If Keir Starmer had said before the election that he would remove the winter fuel allowance from millions of pensioners, cut welfare from 1 million disabled people, add inheritance tax to family farms and family businesses, abandon SFI funding to farmers, council tax &amp; energy"""
1902872538470027630,1818089052077441024,2025-03-20T23:59:01.000Z,"""During the past 14 days, $11.87K USD worth of Catwifhat, or 122.59 billion $CWIF, has burned out of circulation using a 4/4 burn tax with @solana token extensions. 🔥🤯  $BTM $MUG $ITR $BRRR $ATM $IMG $REWD $RISE $BERN $PRINT $INC $RICH $ITM https://t.co/stEb3XjkpK"""
1902872538448822652,1749627842931875840,2025-03-20T23:59:01.000Z,"""@nescovfefe @JohnKayUSMC @akafaceUS They’d get jobs at consulting &amp; lobbying firms and only have to listen for 4 terms (8yrs) or whatever the arbitrary limit is, doesn’t change, each term they’d need cash.  Side note: when they’re established &amp; popular in their district they don’t have to worry about PACs as much."""
1902872536662098360,1518926544021897217,2025-03-20T23:59:01.000Z,"""UNO REVERSE:  Next time you hear a Democrat argue Republicans are trying to “pass tax cuts for the rich“ or ""look out for billionaires,"" remind them of what they just spent the last four years prioritizing:  💰Bailing out student debt for higher-income earners 💰Funding EV tax https://t.co/vVeye40lAV"""
1902872517355712593,1233491034530775048,2025-03-20T23:58:56.000Z,"""Prime Minister Mark Carney has added the co-founder of a controversial lobbying group that advocates for increasing the Canadian population to 100 million by 2100 to his council of advisors on Canada-U.S. relations #cdnpoli #ParlCA https://t.co/uuRNgecClY"""
1902872517028569244,1591113844713132032,2025-03-20T23:58:56.000Z,"""#BREAKING: Mark Carney has hired former Blackrock manager Mark Wiseman, co-founder of the Century Initiative, as an advisor. The Century Initiative is a lobbying group which aims to use mass immigration to increase Canada's population to 100 million. https://t.co/Ni84tTszQl"""
1902872510271496325,1516410979071918082,2025-03-20T23:58:54.000Z,"""Trump and Republicans have awakened a sleeping giant—and they will regret it.  REPUBLICAN TOWN HALL CHANT: “Tax the rich, tax the rich, tax the rich…” https://t.co/WqOMYJTOHb"""
1902872508052709812,3338003044,2025-03-20T23:58:54.000Z,"""Mark Carney, has appointed Mark Wiseman, a former manager at Blackrock, as an advisor to the Liberal Party.  Wiseman is the co-founder of the Century Initiative, a lobbying group that advocated for the use of mass immigration to boost Canada’s population to 100 million people. https://t.co/NAsQblCRBg"""
1902872506249474360,1493404392523182080,2025-03-20T23:58:53.000Z,"""Your federal tax dollars should go towards cleaner, safer subways. If New York City can’t get its act together, we’re going to cut funding. It’s that simple.   The @MTA has until the end of the month to show me what they are doing to reduce crime, lower homelessness, and improve https://t.co/xMhcDRz5Nn"""
1902872493779718365,604250371,2025-03-20T23:58:50.000Z,"""For the record, Joe Hockey is a defence lobbyist who stands to make millions from defence contracts with the US and other allies.  To just describe him in interviews as a former US ambassador and not his CURRENT vested interest role is not just irresponsible, it's lying."""
1902872485390913546,185421804,2025-03-20T23:58:48.000Z,"""@CilComLFC The US has all the leverage  We can close the loopholes that has allowed Ireland to become rich acting as a tax haven for US multinational firms. Ireland's economy would quickly collapse if we did, especially with all the migrants it's supporting https://t.co/WthaVZG8Zh"""
