Tweet ID,Author ID,Created At,Text
1904322331125706755,1518694817114505216,2025-03-24T23:59:58.000Z,"""@ProjectLincoln Nope, he is for real. This is DEI. https://t.co/KD1zKEkJmr"""
1904322330660319424,796865932681510912,2025-03-24T23:59:58.000Z,"""A ""Social Justice Ambassador"" and DEI advocate for Allentown School District @AllentownSD in Pennsylvania has been charged with fabricating physical evidence after she claimed to be a victim of a racist noose incident at work.   Suspect LaTarsha Brown also works for the city. https://t.co/u2tBsPlKSf"""
1904322330060292243,1585996045368041473,2025-03-24T23:59:58.000Z,"""Turns out that we can get radical leftists to burn down any government department if we just put a Tesla logo on it!   This will be so easy. They’ll never figure it out. https://t.co/F3ISGztHme"""
1904322329565352001,1830291601681154050,2025-03-24T23:59:58.000Z,"""@mystockedge what's happening? Discontinued tracking broker linked portfolio? https://t.co/hqiXyEIIIK"""
1904322329380860181,1514346492433162248,2025-03-24T23:59:58.000Z,"""THIS is how it’s done 🔥  “Who elected Soros to dictate Public Policy? Soros and his Cronies hit a Brick Wall in El Salvador. Thank God the Salvadorans are immune to his influence…no one believes his LIES anymore over there…”  -President Nayib Bukele https://t.co/g4bdUC2rXQ"""
1904322329284329485,1863964785190068224,2025-03-24T23:59:58.000Z,"""Soros must be stopped.   “I set up a foundation in Ukraine, before Ukraine became independent of Russia…there is one person who was deeply involved in Ukraine…Biden…he had a lot more patience than me…in trying to convert Poreshenko…” -George Soros https://t.co/m3dJocBBBD"""
1904322328885891240,1070391437525700608,2025-03-24T23:59:58.000Z,"""PETE HEGSETH SHOULD BE FIRED IMMEDIATELY. THE SECRETARY OF DEFENSE SHARES CLASSIFIED INFORMATION TO A JOURNALIST ON A TEXT CHAIN. A WEEKEND TV READER BECOMES THE LEADER OF A 3 MILLION PERSONNEL MILITARYWITH A 1 TRILLION DOLLAR BUDGET. INCOMPETENT. COURT MARSHALL."""
1904322327917060550,348823926,2025-03-24T23:59:58.000Z,"""Amazing how all this damn projection about DEI comes from people who are criminally unqualified and incompetent!"""
1904322327707541567,1895996647286718465,2025-03-24T23:59:58.000Z,"""Maximizing returns on your portfolio just got a whole new level of skill - now it's about executing the perfect sequence of trades to outmaneuver the odds"""
1904322327275589994,781338327924473856,2025-03-24T23:59:58.000Z,"""The leader sets the tone.   This leader shared nuclear secrets with a reporter, cancelled background checks and security clearance for senior officials, and shares foreign intelligence information with the Russian foreign minister.   Hegseth would be fired under any other admin."""
1904322326721630713,898883359,2025-03-24T23:59:57.000Z,"""🚨I want to get a sense of what my followers think on 𝕏    Do you agree that George Soros and all of his organizations should be banned from American politics ?  YES or NO? https://t.co/5KV3qqfcgc"""
