1878230402877325369,1616036566404677634,2025-01-11T23:59:58.000Z,"""The elimination of The Deep State continues. WWG1WGA!""",1
1878230397277888545,1082176869678624768,2025-01-11T23:59:57.000Z,"""RT @MAGAVoice: HOLY SH*T 🚨 Here is President Trump’s plan to DISMANTLE the Deep State. WE NEED THIS 🇺🇸  Trump will dismantle the Democrat R…""",1
1878230395029787118,1861002950765686784,2025-01-11T23:59:56.000Z,"""RT @hollywood2pt0: 🚨 🚨Jesse Watters just laid out how this is going to play out for the corrupt Democrat states beginning with California:…""",1
1878230387710656851,1695883734094925824,2025-01-11T23:59:54.000Z,"""RT @firehorseme: Can you please stop gates, the deep state and whoever else is involved from spraying this shit on us and our families? Thi…""",1
1878230379150127239,1669690936337506307,2025-01-11T23:59:52.000Z,"""RT @BehizyTweets: WATCH: A Texas State Representative just unleashed BOMBSHELL news.  He revealed that the Uniparty Republican Legislators…""",1
1878230378743271683,1678905982464696320,2025-01-11T23:59:52.000Z,"""RT @JDunlap1974: 🚨🚨 Juan Merchan's daughter raised $93 million for her Democrat clients and was paid $9.7 million from the Biden campaign t…""",1
1878230376285692092,1360708098541821952,2025-01-11T23:59:52.000Z,"""RT @Rachel4Trump_45: It took you long enough Pence…   RINO!!  https://t.co/ybuHjOboO0""",1
1878230366101610858,188197115,2025-01-11T23:59:49.000Z,"""RT @Ray_P45: There is no good reason why cases of such importance should take so long.  https://t.co/7zYFVJUoWO""",0
1878230362800652746,1628429538354163713,2025-01-11T23:59:48.000Z,"""RT @JasonJDaniel: @JohnLeFevre It’s a good thing Harris and the Democrat California corrupt machine got $2 billion from all the donors in C…""",1
1878230334845673669,2172898651,2025-01-11T23:59:42.000Z,"""@TuckerCNews @allo_terre Trump probably won the 2020 election but it's not so bad that he didn't get the presidency,  it allowed the deep state to expose itself heavily.  Today, everything is clear...""",1
1878230325416870092,1519974489815199745,2025-01-11T23:59:40.000Z,"""RT @DC_Draino: Fun Fact: Felons get sent to prison  Trump got an unconditional discharge - no jail &amp; no probation  That means he’s not an a…""",1
1878230302952137011,1823037721436143616,2025-01-11T23:59:34.000Z,"""@HustleBitch_ They are working with our deep state this was plan""",1
1878230402877325369,1616036566404677634,2025-01-11T23:59:58.000Z,"""The elimination of The Deep State continues. WWG1WGA!""",1
1878230385991033212,955110414496366599,2025-01-11T23:59:54.000Z,"""RT @BehizyTweets: Matt Gaetz explaining how most members of Congress are owned by lobbyists and special interests is really infuriating to…""",1
1878230348020003289,1454857640102834185,2025-01-11T23:59:45.000Z,"""Our national debt stands at $36T but Republicans &amp; Trump want to give the ultra wealthy another $4.2T in tax cuts.   Instead of using that $4.2T to pay down debt, they plan to instead cut programs for the poorest of Americans.  Creating an even larger wealth gap.""",1
1878230322518659474,1263620135761444865,2025-01-11T23:59:39.000Z,"""RT @hakeemjeffries: The GOP Tax Scam championed by House Republicans destroyed the State and Local Tax deduction in 2017.  Millions of midd…""",1
1878230276926521483,2231562674,2025-01-11T23:59:28.000Z,"""RT @KateBMwriting: Ruth Hunt encouraged people to take drugs and have operations that made them sterile. Now she’s lobbying behind the scen…""",0
1878230264410718601,543642365,2025-01-11T23:59:25.000Z,"""RT @GreenPeterU: Labour are determined to make you suffer because they refuse to properly tax billionaires and multi-millionaires  Why are…""",1
1878230232752181470,19533880,2025-01-11T23:59:17.000Z,"""RT @David__Osland: Rachel Reeves doesn't have to cut billions of pounds from cutting disability benefits. She could raise billions of pound…""",0
1878230227890929938,4245535419,2025-01-11T23:59:16.000Z,"""@JohnTBTucker @ElephantOpin @strike_dr No, your GOP did that. The 2017 Trump Tax Law Was Skewed to the Rich, Expensive, and Failed to Deliver on Its Promises | Center on Budget and Policy Priorities https://t.co/1XfzC1lQNe""",1
1878230213881983468,439885517,2025-01-11T23:59:13.000Z,"""RT @taliaotg: This is incitement to commit terrorism.  And it will go completely ignored by @NYCMayor, @GovKathyHochul, @NYPDPC, @Manhattan…""",0
1878230212342599747,1521518012779483139,2025-01-11T23:59:13.000Z,"""RT @MAGAQueenUSA: Would you support President Trump BANNING lobbying in Washington DC ?  YES or NO ? https://t.co/o52i35Esom""",1
1878230178880499970,1143753030,2025-01-11T23:59:05.000Z,"""RT @PoliticusSarah: Republicans are basically saying to farmers, thanks for your vote. Now, we are going to put you out of business because…""",1
1878230144185237907,1490772343161073670,2025-01-11T23:58:56.000Z,"""RT @cwebbonline: In order to cut $2 trillion in spending, cuts to Medicare and Social Security are on the docket. Popular programs that peo…""",1
1878230393234546759,1013200133268402181,2025-01-11T23:59:56.000Z,"""RT @YourAnonCentral: US oligarch Elon Musk interfering in Canada’s democracy in support of the anti-working class, corporatist Pierre Poili…""",1
1878230384363679940,1504698265597587456,2025-01-11T23:59:54.000Z,"""RT @corbyn_project: The right to free speech and protest are precious.  We strongly condemn police attempts to stop an agreed march for Pal…""",1
1878230380144386135,1747050121932804096,2025-01-11T23:59:53.000Z,"""RT @ShaykhSulaiman: 2024 Rolling Stones Award:  “Free Palestine… F*ck Netanyahu… F*ck Zionism” https://t.co/IHJjpQCwmo""",0
1878230361177739330,2411313362,2025-01-11T23:59:48.000Z,"""RT @Cassandrasl99: The LNP has opposed wage increases for minimum wage earners &amp; just about every legislation Labor has proposed to increas…""",1
1878230346237456620,2357399340,2025-01-11T23:59:45.000Z,"""RT @caitoz: Are we all seriously expected to pretend to believe Nazis are going around spray painting ""Free Palestine"" alongside their swas…""",0
1878230318664048732,1568356584283115522,2025-01-11T23:59:38.000Z,"""RT @EYakoby: Palestinian Authority on ""Queers for Palestine.""  “Once Palestine is free, not a single homosexual will be allowed to live in…""",0
1878230312368373853,1496195200884133896,2025-01-11T23:59:36.000Z,"""RT @alexandrosM: So long as we are operating on merit I'm cool. Perhaps look up what ""oligarch"" actually means. These 4 people were born in…""",1
1878230297885741078,1845219336098807811,2025-01-11T23:59:33.000Z,"""RT @twtrrr: @Greg66666666666 What utter rubbish. Joining a union is the best thing you can do for workers rights.""",1
1878230294190575874,714366612120276993,2025-01-11T23:59:32.000Z,"""RT @ryangrim: This was the funniest video of 2024. Guy was trying to compliment Israel’s soccer team but the Israeli guy just keeps beratin…""",0
1878230270395977898,701812808384704512,2025-01-11T23:59:26.000Z,"""RT @thatguyreddevil: Fuck Elon, Tommy and all the other flag-snagging racist / Islamophobes on both sides of the pond. Also, stop the fucki…""",0
1878230236568920161,3034515371,2025-01-11T23:59:18.000Z,"""RT @itslaylas: where are the cancel culture warriors? the free speech orgs? this doesn't stop at Palestine advocacy, colleges will use this…""",0
1878230221507194938,842103364880072705,2025-01-11T23:59:15.000Z,"""RT @GuzKhanOfficial: No other military on planet earth does these things so brazenly.  It’s so totally warped, it makes us sick to our core…""",0
1878230198178476037,865644775873028098,2025-01-11T23:59:09.000Z,"""RT @kamaufranklin: Since I know his moma I'm gonna say great parenting. Free Palestine""",0
1878230402147512558,1615118524246024193,2025-01-11T23:59:58.000Z,"""RT @JohnStrandUSA: WOW: Peaceful protester shares one of countless J6 police abuse incidents  “I was praying for a cop, and he shot me in t…""",0
1878230401417650576,1053611113,2025-01-11T23:59:58.000Z,"""@Wesley_crypto Drop Hello👋  on telegram to join my free ongoing mentorship program on Trade and also build a better portfolio 👇👇👇  https://t.co/g6N3OJ8qV8""",1
1878230393784299591,1416384274027012097,2025-01-11T23:59:56.000Z,"""RT @parkbeaus: during the live, jihoon was washing his face and doing his skincare while talking about how he thinks his future children wo…""",0
1878230384258781261,1422203490844168193,2025-01-11T23:59:54.000Z,"""@Gbemileke_001 @Wyi_Gaius @HommiesDrey Notcoin gave me $1500 Notpixel Will will me $1800 and my portfolio will go up to $5000 between Ton, Notcoin and Notpixel, but you instead, will be promoting Cannbis with idol, Drey.""",0
1878230377199788212,85748700,2025-01-11T23:59:52.000Z,"""It is absolutely impossible to find any reputable information on the LA fires on here. Everything is just “ THE FIRES WERE STARTED BY WOKE DEI JEWISH SPACE LASERS TO PUNISH THE GAY R-WORD PEDO ACTORS”""",0
1878230374309929137,2333301266,2025-01-11T23:59:51.000Z,"""@degeniserman Bull.BNB is very accurate with his analysis and I'm glad I came across his page on instagram where he shares great calls and gives free mentorship.I suggest you follow him on instagram for more updates. https://t.co/nbX86BZJJD""",0
