1871706801684787323,1495427676420587524,2024-12-24T23:57:30.000Z,"""A Merry Christmas, and the Lord bless you greatly, with his shalom peace.  #MerryChristmas #MerryChristmas2024 #Christian #Christians #Christianity""", 0
1871705088370389426,173562303,2024-12-24T23:50:42.000Z,"""How #Christianity Remade the World   How one ‘radical message’ came to define the entirety of the Western world. https://t.co/ISYKkNJjdN""", 0
1871701230885687607,1452685704681730056,2024-12-24T23:35:22.000Z,"""#MERRY CHRISTMAS  May the reason of the birth of our Lord Jesus Christ be fulfilled in your life. Remain blessed  #December #Jesus #greatness #rest #2024 #mercy #grace #God #DNM #divine #christianity #salvation #celebration #Christmas https://t.co/bczb2Hl1dt""", 0
1871700163594727424,1840822649397604352,2024-12-24T23:31:08.000Z,"""A Midnight Mass in Newcastle Cathedral as a alternative to the BBC this night, The Newcastle Cathedral Midnight Mass will be a Candlelit one and it's on right now 🎄✝️  https://t.co/yPBJ6Cax8X  #Christmas #Christianity #MidnightMass""", 0
1871698141097197827,1719074185346211840,2024-12-24T23:23:05.000Z,"""@jpodhoretz @EliLake Your sort of #Christianity, M. @jpodhoretz, kills the creative spark in you stone dead. So you see it in others (e.g. Jewish persons, Black persons, queer persons, anyone with creative ability) and you mythologize it and hate it and fear it and love it and are fascinated by it.""", 0
1871697873286709576,897807728541880321,2024-12-24T23:22:02.000Z,"""Magi (Wise men) - Gold, Frankincense and Myrrh Spiritual meaning https://t.co/ihr4tMg7Nf via @YouTube #christian #christianity #jesus #churchtoo #babylon #christians #jesussaves #jesusisthelord #salvation #holy #holyspirit #spiritual #church #churchgirl #Christmas2024Remastered""", 0
1871694451296661786,492353187,2024-12-24T23:08:26.000Z,"""@RupertLowe10 @Keir_Starmer #UK #refuge #Christianity #AsylumSeekers #compassion @Refugees #politics #asylum Rupert says 'no room at the inn' https://t.co/VMBpFzFMJU""", 0
1871692739756351946,1865849225000431616,2024-12-24T23:01:38.000Z,"""So nice to see this unity between Christianity and Islam.  #JesusChrist #Jesus #Christianity #Christian #Christians #Catholicism #Catholic #Catholics #Christmas #MerryChristmas #ChristmasDay #ChristmasEve #Easter #Islam #Muslim #Muslims https://t.co/HV7RHAhnCK""", 0
1871692536256889342,82347945,2024-12-24T23:00:49.000Z,"""The holiest places of #Christianity, where Christ was born and #crucified, are going through extremely difficult times.  The war that has been raging for almost 15 months in Gaza has recently been #compounded by the #chaos created in #Syria.   https://t.co/PmC6OzUwpP""", 0
1871692039429161145,2515094244,2024-12-24T22:58:51.000Z,"""1.  Just this ('Justice'):- #ShariaLaw #Islam #Christianity #Religion #science #TheGoldenRule #TheRuleOfLaw 2. So where are we at.. 3. ..in schools, colleges, Universities and other institutions of 'learning' around the world? 4. And which /where is the most important one? 5 &amp;Why""", 0
